title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
The House of Screaming Death,"Echoing the distinctive and much celebrated great British Gothic Horror films of the 196070s, The House of Screaming Death will uphold their successful traditions with the telling of four macabre tales of terror all told by the mysterious Architect. Each horrific segment delves into explicit corners of the supernatural, summoning such damned creations as the ghostly Lady in Grey, stories of ...","Alex Bourne, Troy Dennison, Rebecca HarrisSmith","Ian McNeice, Charles ONeill, Shaori Morris, Thomas Loone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Inerasable,"An author of mysterynovels helps a student to uncover the tragic story of the people who lived in her apartment before which is filled with anger, hatred, murder and suicide.",Yoshihiro Nakamura,"Mansaku Fuwa, Ai Hashimoto, Ryô Narita, Kentarô Sakaguchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Before Time,"When two rival crews head into the desert to shoot a reality show based on a buried Navajo treasure, they discover that truth is not only stranger than fiction, its more dangerous. Something wants them from digging deeper and from escaping the desert alive.",Miguel Müller,"Jules Hartley, Phillip Andre Botello, Danny Arroyo, Danielle Baker",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bombshell Bloodbath,"When exposed to her fathers experimental attempts to reanimate his wife, Cara (Alex Elliott), must find a way to protect her familys secret while slowly slipping into the world of the living dead.",Brett Mullen,"Alex Elliott, Ed Ricker, Rob Springer, Jeff Briggs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voodoo Rising,"A group of friends decide to spend their last summer together by taking a trip to the rural camping destination ""Black Hills"". Once there, they find themselves in the middle of a deadly quarrel with a local family.",Eddie Lengyel,"April Needham, Sarah Domanick, Don Kilrain, Mark Cray",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded,"In an attempt to find a missing boy in the woods, an NBS news reporter and his cameraman embed themselves with a group of hunters before all goes awry.",Micheal Bafaro,"Don Knodel, Steve Thackray, Jeb Beach, Jason Simpson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fallow Field,Amnesiac Matt Sadler awakes alone in the middle of the countryside. Gradually his memory and experiences rebuild and he finds his destiny inextricably linked with a farm and the Farmer Calham.,Leigh Dovey,"Michael Dacre, Steve Garry, Angus Kennedy, Natalie Overs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Evil Night,"Based on the classic 1992 horror film by Director Todd Jason Cook, this REMAKE adds a more over the top comedy, gore, oneliners and BOOBS! Jimmy Fisher is the typical nerd who winds up the victim of a prank gone wrong. Jennifer, the girl of Jimmy?s dreams, leads the prank with a group of her friends. Devastated, Jimmy gets revenge in the most intelligent way...using his mind! He has a surprise ...",Chris Seaver,"Josh Suire, Meredith Host, Marilyn Mayson, Heather Maxon",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Liebenstein,"When a menacing vampire is summoned from the darkness and begins terrorizing couples in Chicago, a doctor with a haunted past is determined to confront and destroy him.",Erik Karl,"Erik Karl, Claire Coppi, Kevin Craig Wesley, Monica Szaflik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corpse Party: Book of Shadows,"The Kisigari students return to Heavenly Host Elementary where if you die, the memory of you will forever be lost.",Masafumi Yamada,"Tsunenori Aoki, Ryôsuke Ikeoka, Rina Ikoma, Ren Ishikawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Face of the Devil,"Seven friends go on a remote jungle vacation where they are terrorized by a primeval spirit, but as they struggle to survive they come to realize that they brought the evil with them.",Frank PérezGarland,"Vania Accinelli, Sergio Gjurinovic, Vanessa Saba, Alexa Centurion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Vampyre on Earth,"Fleeing a cataclysm of unimaginable origin, Catherine Murnau finds herself trapped in a nightmare while holed up in a crumbling warehouse where a cryptic classified ""human predator,"" has been accidentally set free. Catherine soon realizes that she is in fact not alone  coming face to face with the last Vampyre who is starving from being imprisoned in a weakened state for decades. Catherine ...",Daniel Falicki,"April Basile, Daniel Falicki, Jason Roth, Ryan Lieske",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reel Evil,"Struggling filmmakers  Kennedy, Cory and James  finally catch the break they were looking for when they are hired to shoot a behindthescenes documentary for a major studio production. But their dream job quickly turns into a nightmare when they explore the legendary, haunted location and find something far worse than anything Hollywood could create. Terror becomes reality for the filmmakers...",Danny Draven,"Jessica Morris, Kaiwi LymanMersereau, Jeff Adler, Jamie Bernadette",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Sight,"Jet is a man who has a paranormal ability since he was born. But it makes him a freak among his friends. But everything changes when Jet falls in love with a girl. He begins to use his ability to help her in a way that he shouldnt. And it leads Jets into a dark, unkind destiny.",Pornchai Hongrattanaporn,"Nawat Kulrattanarak, Yayaying Rhatha Phongam, Virapond Jirawetsuntorakul, Anon Saisangcharn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Won Ton Baby!,Former brothel owner struggles to protect her family from a parasitic twin.,James Morgart,"Debbie Rochon, Lou Martini Jr, Suzi Lorraine, Justin Derry",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasos De Papel,"An anonymous love letter left in Carlis locker wreaks havoc on his life, and the lives of everyone who come in contact with it.",Eduardo Ortíz,"Natalia Lugo, Luis Sebastián Borges, Camila Monclova, Sully Diaz",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teniente Gimo,Teniente Gimo is a famous urban legend and an infamous character in Ilonggo folk literature in Western Visayas whose colorful yet tragic life had been the subject of speculation and theories by the town folks in Iloilo. He is widely believed by his town mates as an aswang who is responsible for abducting and killing some children during a famine in the old times.,"Roland Sanchez, Roland Sanchez","John Regala, Kate Brios, Julio Diaz, Mon Confiado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostroads: A Japanese Rock N Roll Ghost Story,A struggling musician finds a haunted amp with a ghost who promises fame.,"Enrico Ciccu, Les Decidous Jr, Ken Nishikawa","Makoto Arikida, Rodney Bingenheimer, Kansas Bowling, Ura Dai",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sorrow,A couple of depraved killers find themselves in a different situation when the survivor takes matters into her own hands.,Millie Loredo,"Vannessa Vasquez, Andrew Sensenig, Melissa Mars, Eric Martinez",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Shame the Devil,"A London detective tracking a serial killer finds the killers ""truth or die"" methods take him to New York to solve the case.",Paul Tanter,"Simon Phillips, Juliette Bennett, Will de Meo, Bradford West",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deadly Revisions,"International genre favorite Bill Oberst Jr plays an amnesiac horror writer who becomes trapped in his own nightmare as terrifying images emerge that may or may not be memories, madness, or both! Remembering can be murder!",Gregory Blair,"Bill Oberst Jr, Mikhail Blokh, Cindy Merrill, Lise Hart",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Smudging,A paranormal research group is called in to investigate the aggressive supernatural activity of a Native American cultural center.,Mike J Marin,"Alicia Acevedo, Justin Hough, Adam Kessel, Mike Marin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Let Me Out,"Mark, his wife Maria and their two daughters were murdered one night at their home in a tragic and bizarre way. Two years later a newlywed couple moves into this house and they start to experience some supernatural occurrences from the very first day, but the couple also believes there are not alone in this house. A year later an alcoholic writer moves into this house to begin an investigation ...",Luis F Montalvo,"Michael Placencia, Jaqueline Siegel, Bill Houskeeper, Sean Michael Drake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Guidebook to Killing Your Ex,A lonely man with an intention of documenting every important detail is planning to kill his exgirlfriend within 72 hours only to realize things are not as easy as he previously imagined.,József Gallai,"Balázs Szitás, Tímea Virga, Tamás Szilágyi, Olivia Barta",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dismembering Christmas,"At a vacation winter lake house, seven high school seniors are attacked by a madman out for revenge.",Austin Bosley,"Baker Chase Powell, Danielle Doetsch, Leah Wiseman, Nina Kova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruel,"Pierre Tardieu, a day laborer, lives with his sick father. Reminiscing about his childhood with his mother on the beach, he cant free himself from her. Murdering someone becomes the only way of realizing his existence. One day, he meets a pianist called Laure in a bookstore and falls in love with her.",Eric Cherrière,"JeanJacques Lelté, Magali Moreau, Maurice Poli, Yves Afonso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Night of Fear,The story is inspired by true stories from The Ocala National Forest of how multiple Campers and Hikers Have vanished without a trace.,Brian Troxell,"Jessica Sonneborn, Suzi Lorraine, Jimmy Dempster, Russ Forga",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Devil's Hour,A Pastor and a Teacher. Two pillars of the small community of Triune whom together share a dark and Unspeakable Secret: The common Enemy of an ancient Demonic Terror which deigns to destroy One through the Other during the Devils Hour...,Joshua Bruening,"Bill Cooper, HT Altman, KariAnn Christensen, Gary David Keast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayaki,Nayaki is a horror movie . Nayaki is about Gayathris soul from 1980s who has been killing people in a village. Entry into this village has been restricted by the Government since people keep missing. Watch this movie to find out why Gayathri has been haunting this village for the last 35 years.,Govi,"Brahmanandam, V Jayaprakash, Trisha Krishnan, Manobala",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Her Name Was Torment,"Profoundly scarred and suspected to have committed 27 murders, ""Patient 394"" takes us deep into her perverted realm of mutilation, suffering and otherworldly guidance.",Dustin Mills,"Allison Egan, Brandon Salkil, Jackie McKown, Dustin Mills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slender Poltergeist,"A child plays with a Ouija Board and summons a Slender Poltergeist, ZoZo.",Adam Byrne,"Mya Jones, Minty Mods, Adam Byrne, Glenn Byrnie",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hellitosis: The Legend of Stankmouth,Five people are unexpectedly brought together to encounter a unique monster.,Rob Mulligan,"Lloyd Kaufman, Rob Mulligan, Tanese Gray, Michael Boris",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormhouse,The military have captured and imprisoned a supernatural entity. And now it wants to play.,Dan Turner,"Katherine Flynn, Grant Masters, Patrick Flynn, Grahame Fox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get My Gun,"After an innocent prank leaves Amanda pregnant and out of a job, she finds herself on the verge of motherhood and the target of a psychotic stalker who will stop at nothing to get her hands on the unborn child.",Brian Darwas,"Kate Hoffman, Rosanne Rubino, Christy Casey, William Jousset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Antidote,"In a postapocalyptic plagueridden world, a man and woman face unimaginable horrors when he suddenly becomes infected, and the only possible cure slowly drives him mad.","Craig DiFolco, Pete DiFolco","Kate Flanagan, Michael Izquierdo, Matthew Rauch, Kathleen Wise",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Woodsman,"Mauro Bosque was an adventurer who disappeared into the forest of Belize while filming an episode of his popular webseries, The Woodsman. What happened in those woods was a mystery until now. This is the story of a man searching for a dream, only to find his greatest nightmare.",Christian Cisneros,"Eric Garcia, Julian Guevara, David Hopkins, Matthew EG Jones",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Operation: Nazi Zombies,"A team of Army Special Forces is sent into a secluded, secret biological weapons facility, only to fall prey to the specimens of a Nazi experiment that was recreated by the Army Chemical Corps and the CIA after World War II When the chain of command breaks, the soldiers find themselves trapped in a world of flesh eating zombies, Government assassins and the ultimate evil!",David B Stewart III,"Thomas Reilly, Elissa Mullen, Christopher Connolly, John Weidemoyer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bellezas,Perla is obsessed with having a beauty queen in the family and she is willing to do whatever it takes to make her dream come true.,Carlos CaridadMontero,"Diana Peñalver, Josette Vidal, Fabiola Arace, Fabián Moreno",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chimères,"While on holidays in Romania with his girlfriend Livia, Alexandre is hit by a car. He is rushed to the hospital where he has to undergo a blood transfusion. On his return home he seems to suffer from a strange disease, convinced that contaminated blood runs through his veins. After all isnt Romania the land of legendary bloodsuckers? Livia faces Alexandres increasingly strange behavior and ...",Olivier Beguin,"Jasna Kohoutova, Yannick Rosset, Catriona MacColl, Ruggero Deodato",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Dark Sea,The fisherman Peroá and his assistant Cavalo Cansado are fishing in a boat but they do not find any school of peroá (a Brazilian fish from Espírito Santo state). However they fish a ray and a strange creature that bites the arm of Peroá. They drop the creature into the sea and return to the village in the countryside where they live. They sell the few fishes that they have caught and Peroá goes ...,Rodrigo Aragão,"Marcelo Castanheira, Mayra Alarcón, Carol Aragão, Ricardo Araújo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilim,A nursing student encounters strange occurrences around the dorm where shes staying. She enlists of another student to unravel the mystery of the dormitory.,Jose Javier Reyes,"Kylie Padilla, Rayver Cruz, Rafael Rosell, Joross Gamboa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Break Zombie Massacre,"On a mission to save spring break, two badass bionic bros must fight and (more importantly) party their way through the zombie apocalypse. And hopefully defeat satan, who killed both of their moms.",Robert Carnevale,"Adam Boender, Dante Bonfatti, Madeline Brumby, Caroline Carnevale",1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
The Trouble with Barry,"Barry Montenegro, a ruthless, cynical, politically incorrect, and quite possibly sociopathic Hollywood actor becomes the prime suspect when a series of brutal murders rocks his latest production.","Mike Justice, Stephen Kitaen","Peter Stickles, Rena Riffel, Eric Dean, Shannon Amabile",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deccal,"We have entered a new era...The Antichrist, whose coming has been announced for centuries, is now born. Humankind is meant to be thrown in a vortex of fear and despair. While seeds are being planted somewhere in the heart of Istanbul, Turkey, all prophecies are coming true. Evil will spread like a virus throughout the World. Satan will find a body in which to incarnate and prepare to reign of ...",Ozgur Bakar,"Sumercan Aysan, Özlem Aktas, Atilla Arikan, Beril Atahan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
